customer_id,tenure_months,monthly_charge,support_tickets,contract_type,age,days_since_last_cancellation_request,churned
C03760,13,93.22,2,one-year,58,-1,0
C03761,36,,1,two-year,32,-1,0
C03762,41,85.52,1,month-to-month,58,-1,0
C03763,46,52.57,2,two-year,47,-1,0
C03764,30,52.49,2,month-to-month,19,27,1
C03765,29,89.26,3,month-to-month,74,14,1
C03766,49,84.88,1,two-year,67,-1,0
C03767,54,69.17,1,month-to-month,56,-1,0
C03768,58,80.22,2,one-year,59,-1,0
C03769,24,59.23,2,month-to-month,53,3,1
C03770,31,64.83,3,two-year,39,-1,0
C03771,24,51.77,3,one-year,75,3,1
C03772,38,83.08,2,month-to-month,52,4,1
C03773,10,51.13,2,two-year,39,-1,0
C03774,31,94.7,1,month-to-month,60,-1,0
C03775,14,58.68,1,one-year,27,7,1
C03776,38,65.41,2,one-year,37,27,1
C03777,61,80.17,3,one-year,26,-1,0
C03778,70,65.48,2,one-year,23,-1,0
C03779,32,59.04,2,two-year,68,4,1
C03780,4,64.4,1,one-year,45,16,1
C03781,17,82.88,1,two-year,71,3,1
C03782,8,51.74,1,month-to-month,57,21,1
C03783,54,62.48,2,month-to-month,32,-1,0
C03784,70,65.21,0,one-year,31,-1,0
C03785,40,82.29,1,month-to-month,46,-1,0
C03786,13,63.0,1,month-to-month,23,14,1
C03787,2,101.17,1,one-year,54,11,1
C03788,70,61.87,3,month-to-month,46,16,1
C03789,23,60.25,1,month-to-month,26,-1,0
C03790,8,61.58,1,month-to-month,50,15,1
C03791,13,38.67,3,month-to-month,70,-1,0
C03792,19,44.27,5,month-to-month,74,-1,0
C03793,47,54.39,1,month-to-month,43,-1,0
C03794,64,87.72,2,two-year,22,-1,0
C03795,20,64.34,1,month-to-month,71,23,1
C03796,49,55.31,0,two-year,52,-1,0
C03797,5,89.53,2,two-year,65,15,1
C03798,1,96.02,1,month-to-month,20,20,1
C03799,4,90.11,1,two-year,36,-1,0
C03800,66,,2,month-to-month,35,-1,0
C03801,42,55.1,2,one-year,62,-1,0
C03802,58,101.27,0,two-year,60,-1,0
C03803,2,69.82,2,two-year,63,9,1
C03804,2,59.65,1,month-to-month,42,17,1
C03805,61,79.37,0,month-to-month,37,-1,0
C03806,8,85.15,2,month-to-month,29,-1,0
C03807,12,53.57,1,two-year,33,2,1
C03808,37,69.39,2,month-to-month,28,-1,0
C03809,44,83.53,3,month-to-month,69,13,1
C03810,17,41.79,1,month-to-month,60,-1,0
C03811,32,65.25,0,month-to-month,60,8,1
C03812,48,42.71,2,month-to-month,72,-1,0
C03813,32,45.33,4,month-to-month,63,-1,0
C03814,28,53.74,1,one-year,37,16,1
C03815,6,74.54,1,month-to-month,37,16,1
C03816,33,58.56,1,month-to-month,25,23,1
C03817,57,52.03,2,month-to-month,62,-1,0
C03818,45,66.03,1,month-to-month,72,-1,0
C03819,64,42.06,1,one-year,62,-1,0
C03820,9,73.58,1,month-to-month,47,-1,0
C03821,1,87.63,2,month-to-month,38,14,1
C03822,39,63.42,4,month-to-month,45,-1,0
C03823,13,60.95,2,month-to-month,34,11,1
C03824,43,72.47,0,two-year,28,-1,0
C03825,65,24.43,1,two-year,44,-1,0
C03826,24,75.74,0,month-to-month,32,-1,0
C03827,40,127.04,2,month-to-month,63,25,1
C03828,49,62.55,0,month-to-month,74,-1,0
C03829,11,62.62,0,one-year,30,21,1
C03830,64,79.87,2,month-to-month,18,10,1
C03831,15,97.91,2,two-year,72,8,1
C03832,58,84.5,2,month-to-month,36,-1,0
C03833,47,21.89,1,two-year,33,-1,0
C03834,11,76.27,2,month-to-month,71,0,1
C03835,52,116.44,0,month-to-month,70,-1,0
C03836,14,77.45,3,month-to-month,53,25,1
C03837,43,41.91,1,month-to-month,27,6,1
C03838,69,70.64,1,two-year,61,-1,0
C03839,68,39.39,1,month-to-month,63,-1,0
C03840,62,89.66,1,month-to-month,45,22,1
C03841,36,45.88,2,two-year,52,-1,0
C03842,40,66.48,1,month-to-month,51,26,1
C03843,22,47.84,0,month-to-month,59,7,1
C03844,66,54.07,2,month-to-month,49,-1,0
C03845,34,94.72,1,month-to-month,78,-1,0
C03846,55,67.07,2,two-year,20,-1,0
C03847,26,53.82,2,month-to-month,21,-1,0
C03848,53,42.1,1,one-year,27,-1,0
C03849,16,27.57,0,month-to-month,27,-1,0
C03850,53,39.97,2,month-to-month,48,-1,0
C03851,4,67.24,1,one-year,22,-1,0
C03852,8,84.6,1,one-year,29,-1,0
C03853,26,53.79,2,one-year,50,-1,0
C03854,35,96.41,4,month-to-month,73,-1,0
C03855,51,50.65,1,month-to-month,67,-1,0
C03856,26,60.24,0,one-year,31,23,1
C03857,2,43.41,4,one-year,21,25,1
C03858,24,84.82,2,month-to-month,63,-1,0
C03859,32,106.95,2,month-to-month,66,2,1
C03860,39,29.76,1,one-year,75,-1,0
C03861,46,58.08,2,month-to-month,44,-1,0
C03862,18,90.3,0,one-year,21,13,1
C03863,44,36.06,1,one-year,76,-1,0
C03864,45,76.33,0,month-to-month,35,-1,0
C03865,56,89.43,1,month-to-month,41,24,1
C03866,38,66.56,4,month-to-month,43,-1,0
C03867,58,76.01,1,one-year,79,-1,0
C03868,16,100.22,1,two-year,40,2,1
C03869,51,103.97,0,month-to-month,52,-1,0
C03870,4,63.76,1,month-to-month,49,-1,0
C03871,8,54.35,1,month-to-month,79,-1,0
C03872,62,46.6,0,one-year,77,-1,0
C03873,34,84.54,1,month-to-month,57,8,1
C03874,45,37.56,1,one-year,24,-1,0
C03875,43,59.95,3,month-to-month,39,-1,0
C03876,50,67.05,3,month-to-month,59,-1,0
C03877,18,54.94,0,month-to-month,67,9,1
C03878,13,70.6,0,two-year,64,-1,0
C03879,4,116.29,1,one-year,48,3,1
C03880,62,62.57,1,month-to-month,59,29,1
C03881,16,56.29,1,month-to-month,37,-1,0
C03882,41,85.31,1,two-year,57,14,1
C03883,33,69.79,2,two-year,47,-1,0
C03884,12,93.79,4,month-to-month,60,-1,0
C03885,30,68.29,4,one-year,72,-1,0
C03886,6,60.03,0,two-year,unknown,0,1
C03887,13,29.33,4,month-to-month,63,-1,0
C03888,10,32.61,1,month-to-month,65,-1,0
C03889,59,28.29,0,month-to-month,28,-1,0
C03890,41,72.59,2,month-to-month,29,-1,0
C03891,66,37.76,2,one-year,69,-1,0
C03892,31,90.11,3,month-to-month,51,22,1
C03893,15,,1,month-to-month,44,-1,0
C03894,44,60.12,1,month-to-month,59,-1,0
C03895,66,48.12,4,one-year,23,-1,0
C03896,38,77.45,1,month-to-month,28,-1,0
C03897,2,48.91,1,month-to-month,27,19,1
C03898,22,45.29,1,month-to-month,53,17,1
C03899,66,88.77,2,two-year,22,-1,0
C03900,37,72.09,1,month-to-month,20,-1,0
C03901,68,60.3,3,month-to-month,59,-1,0
C03902,37,77.83,1,one-year,63,-1,0
C03903,1,65.18,0,month-to-month,33,12,1
C03904,62,72.66,0,one-year,60,-1,0
C03905,55,48.66,0,month-to-month,23,-1,0
C03906,51,106.41,1,two-year,43,5,1
C03907,69,53.41,2,month-to-month,40,-1,0
C03908,14,96.12,0,month-to-month,39,-1,0
C03909,65,61.22,1,month-to-month,71,-1,0
C03910,17,81.14,1,two-year,22,-1,0
C03911,69,79.68,3,two-year,56,-1,0
C03912,14,87.94,1,month-to-month,34,-1,0
C03913,40,48.19,1,month-to-month,48,17,1
C03914,57,86.51,0,month-to-month,30,-1,0
C03915,6,101.93,1,month-to-month,63,12,1
C03916,5,59.83,2,month-to-month,21,-1,0
C03917,61,65.69,2,two-year,22,-1,0
C03918,5,54.53,1,month-to-month,38,-1,0
C03919,44,58.07,1,two-year,72,-1,0
C03920,67,99.23,2,month-to-month,19,-1,0
C03921,44,44.92,2,two-year,29,-1,0
C03922,35,46.16,2,month-to-month,48,-1,0
C03923,30,97.22,2,month-to-month,19,-1,0
C03924,46,77.49,3,one-year,51,16,1
C03925,41,107.41,1,month-to-month,40,-1,0
C03926,36,55.99,0,two-year,58,14,1
C03927,11,67.53,2,one-year,21,-1,0
C03928,48,51.79,1,two-year,28,-1,0
C03929,53,67.87,4,two-year,28,13,1
C03930,51,29.52,0,month-to-month,63,-1,0
C03931,6,78.7,1,month-to-month,63,-1,0
C03932,50,71.47,2,one-year,25,-1,0
C03933,52,63.85,1,month-to-month,43,-1,0
C03934,14,57.19,1,month-to-month,61,10,1
C03935,61,47.1,1,month-to-month,18,-1,0
C03936,38,79.55,2,one-year,24,2,1
C03937,34,41.58,1,month-to-month,57,-1,0
C03938,52,75.24,1,month-to-month,53,17,1
C03939,37,106.49,1,two-year,61,0,1
C03940,39,94.71,1,two-year,46,-1,0
C03941,23,34.9,1,month-to-month,73,13,1
C03942,66,54.27,2,month-to-month,25,-1,0
C03943,69,73.43,2,one-year,27,-1,0
C03944,10,63.59,4,month-to-month,57,-1,0
C03945,53,37.01,2,one-year,71,-1,0
C03946,2,72.71,0,one-year,19,4,1
C03947,27,64.8,1,month-to-month,61,-1,0
C03948,69,103.29,2,month-to-month,78,21,1
C03949,13,59.94,3,month-to-month,52,7,1
C03950,27,88.36,1,month-to-month,69,-1,0
C03951,16,39.66,1,one-year,34,-1,0
C03952,52,44.44,0,month-to-month,67,-1,0
C03953,33,79.43,2,two-year,46,-1,0
C03954,43,86.67,1,one-year,36,23,1
C03955,67,45.85,1,month-to-month,30,-1,0
C03956,37,65.48,0,month-to-month,70,16,1
C03957,53,37.37,0,month-to-month,62,-1,0
C03958,7,61.38,2,month-to-month,66,25,1
C03959,16,81.74,1,one-year,61,-1,0
C03960,68,56.3,4,month-to-month,33,-1,0
C03961,62,60.02,1,month-to-month,29,-1,0
C03962,47,42.4,0,month-to-month,58,-1,0
C03963,27,52.03,2,month-to-month,33,-1,0
C03964,15,100.16,3,one-year,58,-1,0
C03965,61,66.46,1,two-year,73,-1,0
C03966,56,44.95,2,one-year,64,-1,0
C03967,18,58.7,2,two-year,47,22,1
C03968,42,33.05,0,one-year,74,-1,0
C03969,44,44.72,2,month-to-month,52,-1,0
C03970,34,92.21,1,two-year,47,-1,0
C03971,66,62.15,2,month-to-month,77,-1,0
C03972,9,102.81,2,month-to-month,38,10,1
C03973,19,63.09,0,two-year,30,0,1
C03974,7,64.28,1,one-year,26,17,1
C03975,50,77.82,2,two-year,56,29,1
C03976,46,15.0,0,month-to-month,49,-1,0
C03977,71,69.1,0,one-year,65,-1,0
C03978,39,64.02,0,month-to-month,27,23,1
C03979,11,,2,month-to-month,37,1,1
C03980,33,84.29,2,two-year,25,-1,0
C03981,7,42.33,1,month-to-month,37,9,1
C03982,48,89.84,1,one-year,77,-1,0
C03983,48,59.75,2,two-year,73,-1,0
C03984,61,46.91,1,two-year,48,-1,0
C03985,25,68.94,0,month-to-month,24,-1,0
C03986,23,60.94,0,month-to-month,79,-1,0
C03987,6,95.77,4,two-year,27,0,1
C03988,30,71.81,5,one-year,24,22,1
C03989,34,69.11,3,month-to-month,43,-1,0
C03990,54,83.01,0,month-to-month,76,-1,0
C03991,54,86.86,6,month-to-month,67,-1,0
C03992,10,80.67,0,two-year,40,-1,0
C03993,21,93.39,1,month-to-month,46,-1,0
C03994,37,77.17,2,one-year,21,-1,0
C03995,24,68.35,1,month-to-month,34,-1,0
C03996,2,89.78,1,month-to-month,59,2,1
C03997,61,,2,one-year,44,-1,0
C03998,52,65.66,1,two-year,78,-1,0
C03999,37,99.43,1,month-to-month,45,14,1
C04000,23,97.44,0,month-to-month,70,-1,0
C04001,60,64.84,1,one-year,63,-1,0
C04002,3,55.93,1,month-to-month,49,8,1
C04003,32,94.26,2,month-to-month,71,3,1
C04004,57,81.01,2,one-year,71,-1,0
C04005,68,71.31,1,month-to-month,37,-1,0
C04006,18,58.56,2,one-year,35,8,1
C04007,47,71.63,3,month-to-month,61,-1,0
C04008,14,64.57,3,one-year,19,1,1
C04009,9,51.71,1,two-year,61,25,1
C04010,26,67.58,2,two-year,44,-1,0
C04011,63,70.31,0,one-year,65,-1,0
C04012,49,57.49,4,one-year,26,-1,0
C04013,35,83.08,3,month-to-month,53,-1,0
C04014,21,90.78,1,month-to-month,51,9,1
C04015,11,84.4,0,month-to-month,18,-1,0
C04016,20,59.48,2,one-year,50,-1,0
C04017,11,80.12,0,month-to-month,58,20,1
C04018,14,66.56,5,month-to-month,43,-1,0
C04019,49,40.29,2,month-to-month,55,-1,0
C04020,10,78.45,1,one-year,38,20,1
C04021,4,67.92,2,month-to-month,55,9,1
C04022,39,116.87,1,month-to-month,33,6,1
C04023,21,94.15,1,one-year,35,-1,0
C04024,33,79.22,0,two-year,22,-1,0
C04025,10,69.98,3,one-year,24,-1,0
C04026,15,68.27,0,month-to-month,26,20,1
C04027,32,44.93,1,two-year,29,-1,0
C04028,49,30.22,2,month-to-month,62,2,1
C04029,30,47.55,2,month-to-month,31,-1,0
C04030,39,64.05,0,month-to-month,40,-1,0
C04031,38,22.89,1,month-to-month,28,-1,0
C04032,20,54.11,4,one-year,44,21,1
C04033,20,60.05,1,month-to-month,33,-1,0
C04034,31,60.69,1,two-year,38,4,1
C04035,3,,2,one-year,22,-1,0
C04036,49,58.17,3,month-to-month,49,-1,0
C04037,44,99.48,0,month-to-month,34,15,1
C04038,22,,3,one-year,58,-1,0
C04039,27,53.79,0,month-to-month,79,-1,0
C04040,24,63.63,1,month-to-month,48,20,1
C04041,47,64.43,1,month-to-month,49,-1,0
C04042,54,49.64,2,month-to-month,69,17,1
C04043,8,49.62,1,month-to-month,39,-1,0
C04044,30,85.21,1,two-year,26,-1,0
C04045,1,56.6,1,month-to-month,62,-1,0
C04046,33,43.11,0,month-to-month,58,25,1
C04047,18,64.14,1,one-year,47,19,1
C04048,24,67.36,3,two-year,41,-1,0
C04049,33,25.55,0,one-year,19,-1,0
C04050,23,64.19,1,month-to-month,52,20,1
C04051,28,82.36,1,two-year,51,15,1
C04052,55,74.02,1,month-to-month,49,-1,0
C04053,58,109.6,1,month-to-month,36,-1,0
C04054,1,90.02,3,one-year,27,16,1
C04055,27,93.98,0,month-to-month,53,-1,0
C04056,61,121.0,3,one-year,56,-1,0
C04057,38,80.16,1,two-year,28,-1,0
C04058,15,68.26,1,month-to-month,25,-1,0
C04059,43,84.47,1,month-to-month,47,-1,0
C04060,11,53.82,4,month-to-month,20,10,1
C04061,2,67.15,3,month-to-month,30,16,1
C04062,45,52.05,1,one-year,57,7,1
C04063,37,72.96,1,two-year,36,-1,0
C04064,54,51.96,2,one-year,46,-1,0
C04065,25,51.26,1,two-year,60,16,1
C04066,61,73.27,1,month-to-month,28,18,1
C04067,30,62.25,2,month-to-month,32,13,1
C04068,53,26.45,1,month-to-month,36,-1,0
C04069,8,35.89,2,one-year,43,-1,0
C04070,7,42.05,2,month-to-month,52,14,1
C04071,56,47.34,0,month-to-month,22,-1,0
C04072,60,,2,month-to-month,47,-1,0
C04073,67,69.38,3,month-to-month,60,-1,0
C04074,24,86.31,0,one-year,70,-1,0
C04075,2,80.06,2,two-year,51,28,1
C04076,70,86.44,1,month-to-month,56,-1,0
C04077,43,77.17,1,month-to-month,68,-1,0
C04078,18,69.19,2,month-to-month,63,-1,0
C04079,55,86.99,3,month-to-month,51,-1,0
C04080,65,83.39,3,month-to-month,53,-1,0
C04081,21,72.52,0,one-year,79,9,1
C04082,55,90.42,4,one-year,64,17,1
C04083,56,18.08,1,one-year,32,-1,0
C04084,36,59.19,0,two-year,46,-1,0
C04085,45,58.88,0,month-to-month,64,-1,0
C04086,20,88.05,1,one-year,50,19,1
C04087,66,96.43,1,one-year,44,-1,0
C04088,70,36.0,1,month-to-month,55,-1,0
C04089,70,93.22,0,month-to-month,41,6,1
C04090,53,41.57,1,month-to-month,60,-1,0
C04091,4,42.18,3,month-to-month,63,1,1
C04092,27,60.31,0,month-to-month,73,-1,0
C04093,32,58.64,2,month-to-month,77,14,1
C04094,69,33.83,0,two-year,62,-1,0
C04095,39,78.0,2,two-year,64,-1,0
C04096,39,78.59,2,one-year,65,6,1
C04097,11,86.08,2,one-year,38,19,1
C04098,57,56.33,1,two-year,74,-1,0
C04099,24,64.21,4,month-to-month,49,0,1
C04100,7,64.39,1,month-to-month,71,3,1
C04101,71,98.76,2,one-year,31,-1,0
C04102,14,15.0,1,two-year,37,-1,0
C04103,2,45.86,1,one-year,56,-1,0
C04104,6,65.11,1,month-to-month,53,16,1
C04105,33,43.29,3,one-year,42,19,1
C04106,8,59.83,3,month-to-month,31,23,1
C04107,60,62.48,1,month-to-month,32,-1,0
C04108,37,51.85,0,month-to-month,63,-1,0
C04109,23,66.29,1,one-year,19,-1,0
C04110,1,77.56,1,month-to-month,25,23,1
C04111,35,60.27,2,month-to-month,75,-1,0
C04112,11,55.94,1,one-year,78,-1,0
C04113,70,61.68,0,month-to-month,22,-1,0
C04114,21,64.85,0,two-year,26,-1,0
C04115,34,30.19,2,month-to-month,38,15,1
C04116,2,74.23,1,one-year,54,-1,0
C04117,10,55.98,3,month-to-month,29,-1,0
C04118,15,90.23,2,two-year,78,-1,0
C04119,4,76.82,4,two-year,48,13,1
C04120,52,88.4,3,month-to-month,51,-1,0
C04121,68,44.78,3,one-year,30,-1,0
C04122,70,57.57,0,one-year,37,-1,0
C04123,19,40.15,2,month-to-month,63,-1,0
C04124,57,50.9,6,one-year,57,22,1
C04125,36,90.04,5,two-year,31,-1,0
C04126,4,94.75,0,month-to-month,45,19,1
C04127,7,42.04,1,two-year,29,17,1
C04128,39,55.83,1,month-to-month,43,-1,0
C04129,31,63.48,0,two-year,31,-1,0
C04130,1,76.71,1,two-year,78,-1,0
C04131,67,29.8,0,month-to-month,36,-1,0
C04132,52,32.94,0,month-to-month,47,-1,0
C04133,36,74.79,3,one-year,57,-1,0
C04134,71,26.02,0,two-year,20,-1,0
C04135,69,56.06,4,month-to-month,30,21,1
C04136,70,68.24,2,month-to-month,79,-1,0
C04137,19,73.31,0,one-year,61,-1,0
C04138,63,62.17,3,month-to-month,33,-1,0
C04139,36,57.68,0,one-year,44,-1,0
C04140,52,81.89,2,one-year,71,-1,0
C04141,62,70.7,4,two-year,30,-1,0
C04142,12,52.06,4,month-to-month,36,28,1
C04143,32,65.75,2,two-year,32,-1,0
C04144,10,72.66,2,one-year,59,1,1
C04145,20,99.36,1,two-year,50,21,1
C04146,30,80.73,3,month-to-month,49,0,1
C04147,61,89.29,0,one-year,41,-1,0
C04148,62,52.79,2,two-year,38,-1,0
C04149,28,54.52,1,one-year,49,-1,0
C04150,24,60.29,0,month-to-month,67,-1,0
C04151,38,62.13,2,month-to-month,68,-1,0
C04152,65,44.84,3,month-to-month,66,-1,0
C04153,70,90.32,0,month-to-month,20,-1,0
C04154,17,82.67,0,one-year,48,20,1
C04155,14,58.89,0,two-year,42,8,1
C04156,51,77.83,4,one-year,75,-1,0
C04157,22,69.46,3,month-to-month,43,-1,0
C04158,15,79.4,0,month-to-month,33,-1,0
C04159,3,38.11,2,month-to-month,33,-1,0
C04160,29,62.09,3,month-to-month,30,-1,0
C04161,28,63.84,2,two-year,45,-1,0
C04162,40,77.47,1,month-to-month,34,-1,0
C04163,15,52.43,6,month-to-month,53,-1,0
C04164,51,15.0,1,one-year,32,19,1
C04165,49,43.37,1,month-to-month,54,-1,0
C04166,33,63.78,2,month-to-month,56,-1,0
C04167,13,66.28,1,month-to-month,59,16,1
C04168,36,98.67,0,month-to-month,72,-1,0
C04169,48,76.65,1,one-year,22,-1,0
C04170,27,66.63,2,month-to-month,21,-1,0
C04171,19,64.35,1,one-year,46,4,1
C04172,36,87.08,1,month-to-month,49,28,1
C04173,26,53.2,1,month-to-month,64,-1,0
C04174,29,62.19,2,one-year,32,-1,0
C04175,25,43.21,3,month-to-month,46,25,1
C04176,22,93.38,1,month-to-month,55,3,1
C04177,51,72.85,1,month-to-month,58,-1,0
C04178,33,50.85,2,month-to-month,51,-1,0
C04179,34,62.71,1,month-to-month,54,-1,0
C04180,47,75.19,0,two-year,28,-1,0
C04181,26,59.99,2,month-to-month,unknown,-1,0
C04182,8,54.31,2,month-to-month,51,25,1
C04183,61,51.91,1,month-to-month,22,-1,0
C04184,4,71.78,0,month-to-month,78,-1,0
C04185,41,57.84,2,one-year,57,27,1
C04186,19,55.92,2,one-year,62,-1,0
C04187,16,38.28,1,two-year,51,-1,0
C04188,3,66.55,2,month-to-month,75,25,1
C04189,64,61.38,1,month-to-month,18,-1,0
C04190,31,58.57,5,one-year,77,-1,0
C04191,25,68.98,0,month-to-month,30,-1,0
C04192,53,79.96,1,month-to-month,72,-1,0
C04193,3,79.03,2,month-to-month,21,0,1
C04194,41,,5,month-to-month,37,10,1
C04195,36,60.19,1,two-year,53,-1,0
C04196,40,53.66,7,two-year,58,-1,0
C04197,9,44.12,1,one-year,18,-1,0
C04198,68,53.14,0,month-to-month,40,-1,0
C04199,17,65.39,3,one-year,70,8,1
C04200,49,49.27,1,one-year,29,-1,0
C04201,54,66.92,2,one-year,76,9,1
C04202,25,45.69,1,month-to-month,62,-1,0
C04203,10,31.78,3,two-year,78,-1,0
C04204,22,81.39,1,month-to-month,74,10,1
C04205,58,55.51,1,one-year,32,-1,0
C04206,65,48.26,0,two-year,76,-1,0
C04207,67,43.12,0,two-year,48,-1,0
C04208,17,73.46,1,two-year,34,-1,0
C04209,44,92.5,2,month-to-month,73,20,1
C04210,11,56.94,0,one-year,47,-1,0
C04211,51,60.69,0,month-to-month,60,-1,0
C04212,30,86.43,3,one-year,55,-1,0
C04213,51,28.79,0,month-to-month,36,-1,0
C04214,49,104.34,0,month-to-month,78,-1,0
C04215,71,113.88,1,two-year,69,-1,0
C04216,35,15.0,1,two-year,50,20,1
C04217,25,63.05,2,month-to-month,53,-1,0
C04218,38,50.62,1,month-to-month,22,-1,0
C04219,12,59.7,2,month-to-month,63,-1,0
C04220,8,56.63,3,month-to-month,74,-1,0
C04221,37,81.24,1,month-to-month,78,-1,0
C04222,59,62.75,1,two-year,52,-1,0
C04223,38,46.78,2,month-to-month,79,6,1
C04224,56,61.56,3,month-to-month,67,11,1
C04225,13,,1,one-year,49,21,1
C04226,32,41.33,1,month-to-month,67,0,1
C04227,44,32.08,1,month-to-month,27,-1,0
C04228,25,104.85,0,month-to-month,59,12,1
C04229,2,52.15,4,month-to-month,56,17,1
C04230,6,62.25,1,month-to-month,48,-1,0
C04231,66,57.04,1,one-year,57,-1,0
C04232,43,75.96,2,month-to-month,70,-1,0
C04233,19,100.46,1,two-year,53,-1,0
C04234,19,76.6,4,two-year,41,2,1
C04235,3,34.63,2,two-year,44,5,1
C04236,68,37.32,1,two-year,53,10,1
C04237,8,57.02,1,two-year,54,-1,0
C04238,54,59.64,1,two-year,37,-1,0
C04239,18,30.56,1,month-to-month,51,-1,0
C04240,24,81.39,1,month-to-month,35,-1,0
C04241,20,43.27,1,one-year,76,3,1
C04242,59,94.87,1,two-year,51,-1,0
C04243,3,101.41,2,two-year,69,26,1
C04244,26,60.03,2,one-year,41,-1,0
C04245,20,73.78,1,two-year,42,-1,0
C04246,20,40.36,2,one-year,35,-1,0
C04247,14,77.47,4,one-year,53,-1,0
C04248,65,55.04,2,month-to-month,56,-1,0
C04249,27,43.26,1,month-to-month,53,-1,0
C04250,30,59.21,0,month-to-month,69,18,1
C04251,28,55.69,3,month-to-month,49,1,1
C04252,70,58.5,1,month-to-month,68,-1,0
C04253,25,83.99,1,month-to-month,21,29,1
C04254,25,49.29,1,two-year,40,-1,0
C04255,24,99.7,0,month-to-month,62,1,1
C04256,24,38.5,0,one-year,41,-1,0
C04257,7,97.31,1,month-to-month,63,-1,0
C04258,43,44.67,2,two-year,54,6,1
C04259,2,64.98,3,month-to-month,48,-1,0
C04260,17,55.2,2,one-year,52,-1,0
C04261,15,58.13,1,one-year,73,-1,0
C04262,21,81.03,1,month-to-month,60,9,1
C04263,54,95.0,3,one-year,79,-1,0
C04264,43,88.81,1,one-year,23,7,1
C04265,71,56.9,3,two-year,68,-1,0
C04266,25,68.69,1,month-to-month,73,-1,0
C04267,66,49.36,2,two-year,75,-1,0
C04268,4,,2,month-to-month,51,-1,0
C04269,36,42.07,1,month-to-month,48,-1,0
C04270,57,56.25,2,month-to-month,54,-1,0
C04271,38,69.99,1,month-to-month,74,-1,0
C04272,67,26.76,0,month-to-month,71,-1,0
C04273,23,64.07,1,two-year,75,-1,0
C04274,3,95.32,0,one-year,78,3,1
C04275,55,87.44,2,two-year,56,-1,0
C04276,5,53.3,1,month-to-month,34,-1,0
C04277,55,37.06,2,one-year,27,11,1
C04278,53,74.2,0,month-to-month,73,-1,0
C04279,60,18.65,2,month-to-month,27,-1,0
C04280,35,87.2,2,month-to-month,22,-1,0
C04281,64,60.73,2,one-year,47,-1,0
C04282,13,,2,one-year,64,-1,0
C04283,31,30.46,0,month-to-month,63,25,1
C04284,9,83.36,1,month-to-month,33,-1,0
C04285,55,62.99,1,month-to-month,49,-1,0
C04286,51,58.38,3,month-to-month,73,-1,0
C04287,58,37.6,0,one-year,67,-1,0
C04288,55,76.91,1,month-to-month,74,-1,0
C04289,22,78.52,3,two-year,65,-1,0
C04290,5,100.7,2,two-year,23,-1,0
C04291,66,85.16,2,month-to-month,30,-1,0
C04292,35,53.12,0,two-year,28,-1,0
C04293,7,44.92,0,one-year,26,1,1
C04294,66,37.63,2,month-to-month,71,-1,0
C04295,71,94.46,0,two-year,61,-1,0
C04296,32,49.44,4,month-to-month,74,11,1
C04297,55,94.6,0,one-year,37,-1,0
C04298,3,75.5,1,one-year,78,3,1
C04299,7,71.6,2,two-year,75,1,1
C04300,20,58.86,1,one-year,24,-1,0
C04301,47,78.21,2,two-year,71,-1,0
C04302,10,64.69,0,month-to-month,24,7,1
C04303,3,57.62,4,two-year,45,12,1
C04304,48,78.92,2,one-year,29,-1,0
C04305,55,62.12,2,one-year,53,0,1
C04306,53,49.03,1,two-year,19,27,1
C04307,57,77.0,0,month-to-month,70,-1,0
C04308,58,63.72,1,month-to-month,47,-1,0
C04309,43,74.78,0,two-year,72,24,1
C04310,37,55.92,2,two-year,44,29,1
C04311,61,40.82,1,one-year,52,-1,0
C04312,25,99.7,1,month-to-month,63,-1,0
C04313,7,95.93,0,month-to-month,78,6,1
C04314,54,82.68,6,month-to-month,41,-1,0
C04315,20,57.24,2,month-to-month,50,-1,0
C04316,70,58.99,1,two-year,38,-1,0
C04317,30,92.65,2,one-year,20,-1,0
C04318,61,57.92,1,month-to-month,72,-1,0
C04319,4,52.35,2,month-to-month,52,15,1
C04320,47,102.44,3,two-year,41,-1,0
C04321,32,64.05,2,one-year,66,-1,0
C04322,33,100.37,1,month-to-month,68,-1,0
C04323,19,37.03,2,month-to-month,79,-1,0
C04324,69,75.36,2,month-to-month,45,-1,0
C04325,28,106.42,1,month-to-month,24,7,1
C04326,61,65.6,1,one-year,48,19,1
C04327,31,59.72,2,month-to-month,45,-1,0
C04328,4,41.64,2,month-to-month,30,1,1
C04329,63,86.65,0,month-to-month,54,20,1
C04330,14,49.6,3,month-to-month,43,10,1
C04331,20,63.1,2,one-year,72,12,1
C04332,62,40.31,3,one-year,20,-1,0
C04333,64,96.14,2,month-to-month,62,-1,0
C04334,66,88.1,2,month-to-month,55,-1,0
C04335,31,64.37,2,one-year,32,-1,0
C04336,54,41.92,2,two-year,39,-1,0
C04337,24,95.72,1,month-to-month,71,22,1
C04338,53,57.68,1,month-to-month,40,-1,0
C04339,36,42.9,1,two-year,59,-1,0
C04340,4,29.76,0,month-to-month,49,20,1
C04341,30,52.08,1,two-year,73,-1,0
C04342,34,35.91,0,two-year,58,-1,0
C04343,19,52.54,2,month-to-month,69,-1,0
C04344,27,79.89,2,month-to-month,74,-1,0
C04345,36,57.49,2,two-year,26,-1,0
C04346,4,72.11,1,month-to-month,69,12,1
C04347,11,50.53,4,month-to-month,77,-1,0
